message,sentiment
" it probably slowed it down. officials can still bribed, even randomly elected ones.", Neutral
" well, they can be bribed after the fact once elected. The country has shifted farther right, so they are pretty far right now.", Neutral
" no, i dont think so. i think that the far right is usually in the south. ", Neutral
" yeah, during wartime it is hard to stop people from acting on hate. i expect that could happen again soon if there is war with chna.", Neutral
" he had notoriety to launch a campaign. if you are rich, famous, tall, etc you can run for govt. i figure the future is all about marketing, not content.", Neutral
" yeah, the governator. he was not a good speaker but people knew him. he didnt get much done because he didnt understand politics.", Neutral
" people that should run government do not run for office. if they run for office, we probably dont want them in there.", Neutral
 That really got me.  I thought they were always around representing the parties.  , Neutral
 I heard... poor Dumbo.  He probably didnt even understand., Neutral
 Ha ha yeah I bet he was so confused. It's funny to think that ride has been around since 1957., Neutral
" It really is, it was my favorite as a kid, much to the detriment of my parents.  LOL", Neutral
 Well elections also lead to a dog being elected mayor... so I dont know what is worse., Neutral
 Me too.  Did you know the faster blinker has lost every election since 1980.  Who even calculates that data., Neutral
 There is even a cat that placed 3rd in the Virginia Senate election.  How can animals even run?  That is just crazy, Neutral
" That is brilliant, especially if it forces new candidates.", Neutral
" It's something else, that's for sure.", Neutral
 I have been to Las Vegas twice. What about you?, Neutral
" Never been to Oregon, but not a state I think I would want to live in with all of the rain they get. ", Neutral
 Did you know that More than 80 percent of the earth's natural forests have already been destroyed, Neutral
 That's sad. About 71% of Earth's surface is covered with water., Neutral
 The earth is old!  Earth will be virtually helium-free by the end of the 21st century, Neutral
 Hey. Steven Spielberg is one of the most popular directors. Seen so many of his films. , Neutral
" Yes it is an old movie. I like older movies. I remember when the game for the atari came out, they literally had to mass dump the product  in a field somewhere.", Neutral
 Yes I read that. I did not know that he Directed The Color Purple. Saving private ryan was one of my favorites though., Neutral
" I don't have Netflix. These days, I'm sure that sounds weird.", Neutral
 All the streaming channels seem to be doing that now., Neutral
 I truly am. I draw charcoal portraits and I have drawn a picture of him. He is an amazing actor. I also like Robin Williams. I noticed he did a lot of movies about dying., Neutral
 Nice chatting with you too., Neutral
" I did not now that, but it is certainly possible.  William Shakespeare wrote an incredible amount of material even though he died at 49 years old.", Neutral
" Maybe his daughter helped him. I wonder how many were Shakespeare plays. I was reading one at the library. Did you know that Shakespear coined many of the terms we use today, including ""good riddance"" and ""laughing stock?""", Neutral
" That is true. It does play a role still. Plus it was influenced by real history. For example, the tower of Babel was probably based on a real building in what is now Iraq.", Neutral
" Yes. In fact, the what is seen as canonical depends on the traditions of different groups.", Neutral
" Hello - I know the alternate names for Earth are gaia, tellus, and telluris.", Neutral
" That is awesome, I wonder why they settled on Earth.  It is the only one without a God/Goddess name.", Neutral
" Wow, maybe that is how they found out it doesnt tilt/", Neutral
 I would imagine.  I have heard there are pretty violent storms on Jupiter., Neutral
 Jupiter has a moon that could be considered a planet if it orbited the sun., Neutral
" Some, I know Schwarzenegger never lived in Sacramento, he commuted daily by private jet.", Neutral
 i couldnt do that.  time is too valuable., Neutral
 Nice chat!  Have a great day!, Neutral
 Sure. I find the movement very aesthetically pleasing., Neutral
 Not just human! Parrots are able to dance perfectly to music. They speculate it's tied into their ability to mimic., Neutral
 Did you know Emilia Clarke did the funky chicken and robot dance to audition for Game of Thrones?, Neutral
" That's pretty funny. Apparently, Mr. Rogers learned to breakdance on an episode.", Neutral
" Haha. Like Bill Bailey, an old tap dancer and Michael Jackson! Bill Bailey was first recorded moonwalking in 1955.", Neutral
 So someone was moonwalking for anyone (literally) moon walked? , Neutral
 Ha! That's a funny way to put it. I wonder what the called it back then? Maybe if he had been wearing those ballet slippers that make drawings from the movements we could come up with a better name., Neutral
" Soundtracks are important in dance, as well as movies, too.", Neutral
" Yep. And some become bigger hits than the movies, such as the soundtrack to ""O, Brother, Where Art Thou?"". It went octuple platinum.", Neutral
 Alicia Keys wrote a song for the Men in Black soundtrack when she was only 16!, Neutral
" That's impressive, although I haven't heard the tune. I know that Channing Tatum got his start dancing in Step Up when he was young. Met his wife that way.", Neutral
" Yeah, it's too bad about their divorce.", Neutral
" It appears to have been amicable, which is nice. They still describe each other as best friends.", Neutral
 Step Up had a really fun soundtrack., Neutral
 But I think the critics hated it. I think it has 19% approval at Rotten Tomatoes., Neutral
" Rotten Tomatoes has some pretty high standards, though. Neither Ashton Kutcher or Jennifer Love Hewitt have been in movies with a ""Fresh"" rating.", Neutral
" I didn't know that.  Maryland's governor, Larry Hogan, is a republican who was under some hot water for policies on climate change.", Neutral
 when schwarzenegger became governor of ca he commuted 3 hours everyday lol , Neutral
" Yeah it seems like that was always the case,  but I guess not.  ", Neutral
 Crazy!  Jupiter is so big that it has moons that would be planets if they simply orbited the sun and Jupiter., Neutral
